Movie Title;Director;Running time;Main Actor;Genre;Budget;Box Office;Release year
The Visual Bible: The Gospel of John;Philip Saville;125;Henry Ian Cusick;Biography;17000000;4000000;2003
The Conspirator;Robert Redford;122;Robin Wright;Crime;25000000;15000000;2010
The Wolverine;James Mangold;138;Hugh Jackman;Action;120000000;415000000;2013
Timeline;Richard Donner;116;Paul Walker;Action;80000000;44000000;2003
Mother and Child;Rodrigo García;125;Naomi Watts;Drama;4825000;480000;2009
No End in Sight;Charles Ferguson;102;Campbell Scott;Documentary;2000000;2100000;2007
Absentia;Mike Flanagan;87;Justin Gordon;Thriller;70000;372000;2011
Jack the Giant Slayer;Bryan Singer;114;Eddie Marsan;Adventure;195000000;195000000;2013
Alexander and the Terrible Horrible No Good Very Bad Day;Miguel Arteta;81;Bella Thorne;Comedy;28000000;100000000;2014
Law Abiding Citizen;F. Gary Gray;118;Gerard Butler;Crime;50000000;127000000;2009
Red Dog;Kriv Stenders;92;Noah Taylor;Biography;8500000;22000000;2011
Blackhat;Michael Mann;133;Chris Hemsworth;Action;70000000;20000000;2015
Blow;Ted Demme;124;Johnny Depp;Biography;30000000;83000000;2001
The Expendables 2;Simon West;103;Jason Statham;Action;92000000;315000000;2012
The Other Side of Heaven;Mitch Davis;113;Anne Hathaway;Biography;7000000;4000000;2001
A Lonely Place to Die;Julian Gilbey;99;Ed Speleers;Action;4000000;4400000;2011
Just Visiting;Jean-Marie Poiré;84;Bridgette Wilson-Sampras;Comedy;40000000;16000000;2001
The Adventures of Rocky & Bullwinkle;Des McAnuff;92;Robert De Niro;Animation;76000000;35000000;2000
What's Your Number?;Mark Mylod;117;Chris Evans;Comedy;20000000;30000000;2011
Million Dollar Baby;Clint Eastwood;132;Clint Eastwood;Drama;30000000;216000000;2004
Rabbit-Proof Fence;Phillip Noyce;94;Roy Billing;Biography;6000000;16000000;2002
The Proposition;John Hillcoat;104;Ray Winstone;Crime;2000000;5000000;2005
Brother;Takeshi Kitano;114;Omar Epps;Crime;10000000;10000000;2000
Cursed;Wes Craven;99;Shannon Elizabeth;Comedy;35000000;29000000;2005
Flicka;Michael Mayer;95;Alison Lohman;Adventure;15000000;21000000;2006
Pokémon 3: The Movie;Kunihiko Yuyama;93;Veronica Taylor;Action;16000000;17000000;2000
Space Dogs;Inna Evlannikova;85;Sergey Garmash;Animation;25000000;5000000;2010
The Hunger Games;Gary Ross;142;Jennifer Lawrence;Adventure;78000000;694000000;2012
The Weather Man;Gore Verbinski;102;Nicolas Cage;Comedy;22000000;19000000;2005
Clerks II;Kevin Smith;97;Ethan Suplee;Comedy;5000000;27000000;2006
Dirty Grandpa;Dan Mazer;109;Robert De Niro;Comedy;11500000;94000000;2016
Homefront;Gary Fleder;100;Jason Statham;Action;22000000;51000000;2013
Pride and Prejudice and Zombies;Burr Steers;108;Matt Smith;Action;28000000;16000000;2016
The Little Vampire;Uli Edel;95;Richard E. Grant;Adventure;22000000;2000000;2000
The Sisterhood of the Traveling Pants;Ken Kwapis;119;Mike Vogel;Comedy;25000000;39100000;2005
1982;Tommy Oliver;90;Bokeem Woodbine;Drama;1000000;2000000;2013
Bad Grandpa;Jeff Tremaine;102;Jackson Nicoll;Comedy;15000000;150000000;2013
Big Hero 6;Don Hall;102;Damon Wayans Jr.;Action;165000000;658000000;2014
Eight Below;Frank Marshall;120;Paul Walker;Adventure;40000000;120000000;2006
Find Me Guilty;Sidney Lumet;125;Peter Dinklage;Biography;13000000;2000000;2006
Imagine That;Karey Kirkpatrick;107;Stephen Root;Comedy;55000000;22900000;2009
Mission: Impossible - Ghost Protocol;Brad Bird;133;Tom Cruise;Action;145000000;694000000;2011
San Andreas;Brad Peyton;114;Dwayne Johnson;Action;110000000;474000000;2015
The Rules of Attraction;Roger Avary;110;Ian Somerhalder;Comedy;4000000;11200000;2002
Bandidas;Joachim Rønning;93;Salma Hayek;Action;32000000;17000000;2006
Killing Them Softly;Andrew Dominik;97;Brad Pitt;Crime;15000000;37000000;2012
Pieces of April;Peter Hedges;80;Oliver Platt;Comedy;300000;3000000;2003
Taking Woodstock;Ang Lee;120;Imelda Staunton;Comedy;30000000;13000000;2009
The Host;Andrew Niccol;125;J.D. Evermore;Action;40000000;41100000;2013
300: Rise of an Empire;Noam Murro;102;Eva Green;Action;110000000;337000000;2014
Body of Lies;Ridley Scott;128;Leonardo DiCaprio;Action;70000000;119000000;2008
Frida;Julie Taymor;123;Salma Hayek;Biography;12000000;56000000;2002
Legally Blonde;Robert Luketic;96;Linda Cardellini;Comedy;18000000;141000000;2001
Micmacs;Jean-Pierre Jeunet;105;Omar Sy;Action;27000000;17000000;2009
Shame;Steve McQueen;101;Michael Fassbender;Drama;6500000;17100000;2011
Arbitrage;Nicholas Jarecki;107;Nate Parker;Thriller;12000000;35000000;2012
Brave;Mark Andrews;93;Kelly Macdonald;Animation;185000000;539000000;2012
Case 39;Christian Alvart;109;Bradley Cooper;Horror;27000000;28000000;2009
Road Trip;Todd Phillips;94;Ethan Suplee;Comedy;15600000;119000000;2000
Shaolin Soccer;Stephen Chow;85;Wei Zhao;Action;10000000;42000000;2001
The Square;Jehane Noujaim;108;Khalid Abdalla;Documentary;1500000;2000000;2013
Saving Silverman;Dennis Dugan;96;Amanda Detmer;Comedy;22000000;26000000;2001
Cecil B. DeMented;John Waters;87;Alicia Witt;Comedy;10000000;1700000;2000
Dance Flick;Damien Dante Wayans;88;Damon Wayans Jr.;Action;25000000;28000000;2009
Beginners;Mike Mills;105;Goran Visnjic;Comedy;3200000;14000000;2010
Skyfall;Sam Mendes;143;Albert Finney;Action;200000000;1110000000;2012
Syriana;Stephen Gaghan;128;Matt Damon;Thriller;50000000;93900000;2005
Whip It;Drew Barrymore;111;Daniel Stern;Drama;15000000;17000000;2009
Four Christmases;Seth Gordon;88;Jon Favreau;Comedy;80000000;163000000;2008
Queen of the Damned;Michael Rymer;101;Aaliyah;Drama;35000000;45000000;2002
The Bourne Identity;Doug Liman;119;Matt Damon;Action;60000000;214000000;2002
Madea's Witness Protection;Tyler Perry;114;John Amos;Comedy;20000000;67000000;2012
WALL·E;Andrew Stanton;98;John Ratzenberger;Animation;180000000;521000000;2008
Battle Los Angeles;Jonathan Liebesman;116;Noel Fisher;Sci-Fi;70000000;212000000;2011
Vacation;John Francis Daley;99;Chris Hemsworth;Adventure;31000000;62000000;2015
Crossroads;Tamra Davis;93;Britney Spears;Comedy;12000000;61000000;2002
Eye See You;Jim Gillespie;96;Sylvester Stallone;Crime;55000000;17300000;2002
Lonesome Jim;Steve Buscemi;91;Kevin Corrigan;Comedy;500000;15000000;2005
Rush Hour 3;Brett Ratner;91;Tzi Ma;Action;140000000;258000000;2007
Pacific Rim;Guillermo del Toro;131;Charlie Hunnam;Action;190000000;411000000;2013
The Mexican;Gore Verbinski;123;J.K. Simmons;Adventure;34000000;147000000;2001
Race to Witch Mountain;Andy Fickman;98;Dwayne Johnson;Action;65000000;106000000;2009
Darkness Falls;Jonathan Liebesman;96;Sullivan Stapleton;Horror;11000000;32000000;2003
2 Guns;Baltasar Kormákur;109;Denzel Washington;Action;61000000;132000000;2013
Jack and Jill;Dennis Dugan;91;Al Pacino;Comedy;79000000;150000000;2011
Little Boy;Alejandro Monteverde;106;Tom Wilkinson;Drama;20000000;35000000;2015
Babel;Alejandro G. Iñárritu;143;Brad Pitt;Drama;25000000;135000000;2006
Kate & Leopold;James Mangold;123;Hugh Jackman;Comedy;48000000;76000000;2001
Mulholland Drive;David Lynch;147;Naomi Watts;Drama;15000000;21000000;2001
Pixels;Chris Columbus;106;Peter Dinklage;Animation;88000000;245000000;2015
The Big Year;David Frankel;100;Joel McHale;Comedy;41000000;7000000;2011
Flipped;Rob Reiner;90;Madeline Carroll;Comedy;14000000;41000000;2010
Thr3e;Robby Henson;101;Marc Blucas;Thriller;2400000;6000000;2006
Dragonfly;Tom Shadyac;104;Joe Morton;Drama;60000000;54000000;2002
Hoodwinked!;Cory Edwards;80;Anne Hathaway;Animation;17500000;110000000;2005
Argo;Ben Affleck;130;Clea DuVall;Biography;44500000;232000000;2012
Charlie Bartlett;Jon Poll;97;Robert Downey Jr.;Comedy;12000000;5000000;2007
Dracula: Pages from a Virgin's Diary;Guy Maddin;73;Sarah Murphy-Dyson;Comedy;1600000;250000;2002
Dreamer: Inspired by a True Story;John Gatins;98;Ken Howard;Drama;32000000;12000000;2005
Trainwreck;Judd Apatow;129;Amy Schumer;Comedy;35000000;142000000;2015
X-Men: The Last Stand;Brett Ratner;104;Hugh Jackman;Action;210000000;234000000;2006
Code Name: The Cleaner;Les Mayfield;91;Callum Rennie;Action;20000000;10000000;2007
Mutual Friends;Matthew Watts;86;Jennifer Lafleur;Comedy;450000;1000000;2013
Brüno;Larry Charles;81;Bono;Comedy;42000000;138000000;2009
The Master of Disguise;Perry Andelin Blake;80;Jennifer Esposito;Comedy;16000000;43000000;2002
Aloft;Claudia Llosa;97;Ian Tracey;Drama;8000000;26000000;2014
Barbershop;Tim Story;102;Sean Patrick Thomas;Comedy;12000000;77000000;2002
Fur: An Imaginary Portrait of Diane Arbus;Steven Shainberg;122;Robert Downey Jr.;Biography;16800000;7000000;2006
Leap Year;Anand Tucker;100;Adam Scott;Comedy;19000000;60000000;2010
Taken 2;Olivier Megaton;98;Liam Neeson;Action;45000000;376000000;2012
Ask Me Anything;Allison Burnett;100;Kimberly Williams-Paisley;Drama;950000;50000;2014
Lost Souls;Janusz Kaminski;97;Philip Baker Hall;Thriller;28000000;31200000;2000
Miss Congeniality 2: Armed and Fabulous;John Pasquin;115;Eileen Brennan;Action;45000000;72000000;2005
A Very Long Engagement;Jean-Pierre Jeunet;133;Denis Lavant;Drama;47000000;33000000;2004
Beyond the Black Rainbow;Panos Cosmatos;110;Chris Gauthier;Sci-Fi;1100000;550000;2010
Lake Mungo;Joel Anderson;89;Talia Zucker;Thriller;1400000;300000;2008
Man on a Ledge;Asger Leth;102;Robert Clohessy;Action;42000000;47000000;2012
Monster House;Gil Kenan;91;Steve Buscemi;Animation;75000000;140000000;2006
Oldboy;Chan-wook Park;120;Min-sik Choi;Drama;3000000;15000000;2003
Parental Guidance;Andy Fickman;105;Bailee Madison;Comedy;25000000;104000000;2012
Mr 3000;Charles Stone III;104;Bernie Mac;Comedy;30000000;23000000;2004
Ã†on Flux;Karyn Kusama;93;Charlize Theron;Sci-Fi;62000000;52600000;2005
Rodeo Girl;Joel Paul Reisig;108;Carrie Bradstreet;Adventure;500000;1000000;2016
Texas Chainsaw 3D;John Luessenhop;92;Gunnar Hansen;Horror;11000000;53000000;2013
The November Man;Roger Donaldson;108;Luke Bracey;Action;15000000;34000000;2014
Elite Squad;José Padilha;115;Wagner Moura;Action;4000000;1490000;2007
I Don't Know How She Does It;Douglas McGrath;89;Olivia Munn;Comedy;24000000;31000000;2011
The Raven;James McTeigue;110;Pam Ferris;Crime;26000000;29500000;2012
Little White Lies;Guillaume Canet;134;François Cluzet;Comedy;25000000;16500000;2010
Motherhood;Katherine Dieckmann;90;Stephanie Szostak;Comedy;5000000;100000;2009
The Devil Wears Prada;David Frankel;109;Meryl Streep;Comedy;35000000;326000000;2006
Date Night;Shawn Levy;101;Mila Kunis;Comedy;55000000;152000000;2010
Hamlet 2;Andrew Fleming;92;Steve Coogan;Comedy;9000000;5000000;2008
Marie Antoinette;Sofia Coppola;123;Kirsten Dunst;Biography;40000000;60900000;2006
The Bourne Legacy;Tony Gilroy;135;Jeremy Renner;Action;125000000;276000000;2012
Napoleon Dynamite;Jared Hess;92;Jon Heder;Comedy;400000;46400000;2004
The Tale of Despereaux;Sam Fell;93;Emma Watson;Animation;60000000;50000000;2008
One to Another;Pascal Arnold;95;Karl E. Landler;Drama;1400000;500000;2006
Spotlight;Tom McCarthy;128;Billy Crudup;Biography;20000000;98000000;2015
Urbania;Jon Shear;106;Dan Futterman;Drama;225000;130000;2000
City of God;Fernando Meirelles;135;Alice Braga;Crime;3300000;30000000;2002
End of the Spear;Jim Hanon;108;Chase Ellison;Adventure;10000000;12000000;2005
Admission;Paul Weitz;107;Tina Fey;Comedy;13000000;18000000;2013
Gangster Squad;Ruben Fleischer;113;Ryan Gosling;Action;60000000;105000000;2013
Proud;Mary Pat Kelly;87;Aidan Quinn;Drama;1000000;2000000;2004
The Wedding Date;Clare Kilner;90;Jack Davenport;Comedy;15000000;47000000;2005
Laws of Attraction;Peter Howitt;90;Frances Fisher;Comedy;28000000;23000000;2004
The Glass House;Daniel Sackheim;106;Chris Noth;Crime;30000000;23000000;2001
Blue Car;Karen Moncrieff;88;Frances Fisher;Drama;1000000;470000;2002
Closer;Mike Nichols;98;Natalie Portman;Drama;27000000;115000000;2004
The Passion of the Christ;Mel Gibson;120;Christo Jivkov;Drama;30000000;120000000;2004
Why Did I Get Married Too?;Tyler Perry;121;Michael Jai White;Comedy;20000000;60000000;2010
Ice Age: Dawn of the Dinosaurs;Carlos Saldanha;94;Denis Leary;Action;90000000;887000000;2009
Machete;Ethan Maniquis;105;Robert De Niro;Action;10500000;44000000;2010
Meet the Fockers;Jay Roach;106;Robert De Niro;Comedy;80000000;511000000;2004
My Soul to Take;Wes Craven;107;Frank Grillo;Horror;25000000;27000000;2010
Nim's Island;Jennifer Flackett;96;Gerard Butler;Adventure;37000000;100000000;2008
Titan A.E.;Don Bluth;94;Matt Damon;Action;75000000;37000000;2000
Triple 9;John Hillcoat;115;Kate Winslet;Action;20000000;24000000;2016
Men in Black II;Barry Sonnenfeld;88;Will Smith;Action;140000000;441000000;2002
The Adventures of Tintin;Steven Spielberg;107;Toby Jones;Action;135000000;374000000;2011
The Girl with the Dragon Tattoo;David Fincher;158;Robin Wright;Crime;90000000;232000000;2011
The Sentinel;Clark Johnson;107;Blair Brown;Action;60000000;94000000;2006
A Walk Among the Tombstones;Scott Frank;114;Liam Neeson;Crime;28000000;58000000;2014
Four Brothers;John Singleton;109;Josh Charles;Action;45000000;73700000;2005
Compadres;Enrique Begne;101;Kevin Pollak;Action;3000000;3000000;2016
This Christmas;Preston A. Whitmore II;117;Mekhi Phifer;Comedy;13000000;50000000;2007
Be Kind Rewind;Michel Gondry;102;Quinton Aaron;Comedy;20000000;31000000;2008
Prince of Persia: The Sands of Time;Mike Newell;116;Jake Gyllenhaal;Action;200000000;336000000;2010
Better Luck Tomorrow;Justin Lin;98;Parry Shen;Crime;250000;3800000;2002
Boys and Girls;Robert Iscove;94;Alyson Hannigan;Comedy;16000000;31600000;2000
Good Boy!;John Hoffman;87;Liam Aiken;Comedy;17000000;4800000;2003
The Mothman Prophecies;Mark Pellington;119;Debra Messing;Thriller;32000000;55000000;2002
The Haunting of Molly Hartley;Mickey Liddell;82;Jessica Lowndes;Thriller;5000000;15500000;2008
Frost/Nixon;Ron Howard;122;Toby Jones;Drama;25000000;27000000;2008
28 Days;Betty Thomas;103;Steve Buscemi;Comedy;43000000;115000000;2000
Blade: Trinity;David S. Goyer;122;Ryan Reynolds;Action;65000000;132000000;2004
Harry Potter and the Prisoner of Azkaban;Alfonso Cuarón;142;Daniel Radcliffe;Adventure;130000000;797000000;2004
Buen Día Ramón;Jorge Ramírez Suárez;120;Hector Kotsifakis;Drama;4000000;11670000;2013
My Big Fat Greek Wedding 2;Kirk Jones;94;Nia Vardalos;Comedy;18000000;88900000;2016
New Year's Eve;Garry Marshall;113;Robert De Niro;Comedy;56000000;142000000;2011
D.E.B.S.;Angela Robinson;91;Jordana Brewster;Action;3500000;3000000;2004
Rescue Dawn;Werner Herzog;120;Christian Bale;Biography;10000000;10000000;2006
Super Size Me;Morgan Spurlock;100;Chemeeka Walker;Comedy;65000;29000000;2004
A Thousand Words;Brian Robbins;91;John Gatins;Comedy;40000000;22000000;2012
Paul Blart: Mall Cop 2;Andy Fickman;94;D.B. Woodside;Action;30000000;107000000;2015
The Black Dahlia;Brian De Palma;121;Scarlett Johansson;Crime;50000000;48000000;2006
Here on Earth;Mark Piznarski;96;Bruce Greenwood;Drama;15000000;10000000;2000
Tinker Tailor Soldier Spy;Tomas Alfredson;127;Benedict Cumberbatch;Drama;20000000;80000000;2011
A Separation;Asghar Farhadi;123;Shahab Hosseini;Drama;500000;8000000;2011
End of Watch;David Ayer;109;Jake Gyllenhaal;Crime;7000000;55000000;2012
The Legend of Hercules;Renny Harlin;99;Roxanne McKee;Action;70000000;62000000;2014
The Sweetest Thing;Roger Kumble;90;Judith Chapman;Comedy;43000000;68000000;2002
Flightplan;Robert Schwentke;98;Erika Christensen;Drama;55000000;223000000;2005
The Heat;Paul Feig;123;Michael Rapaport;Action;43000000;229000000;2013
The Secret Life of Pets;Yarrow Cheney;87;Steve Coogan;Animation;75000000;875000000;2016
Water for Elephants;Francis Lawrence;120;Robert Pattinson;Drama;38000000;117000000;2011
Bamboozled;Spike Lee;135;Gillian White;Comedy;10000000;2000000;2000
Percy Jackson: Sea of Monsters;Thor Freudenthal;106;Logan Lerman;Adventure;90000000;200000000;2013
Yogi Bear;Eric Brevig;80;Justin Timberlake;Animation;80000000;201000000;2010
The Wedding Planner;Adam Shankman;103;Matthew McConaughey;Comedy;35000000;95000000;2001
Phone Booth;Joel Schumacher;81;Radha Mitchell;Crime;13000000;97000000;2002
The Life Aquatic with Steve Zissou;Wes Anderson;119;Bill Murray;Adventure;50000000;34800000;2004
Pitch Perfect;Jason Moore;112;Anna Kendrick;Comedy;17000000;115000000;2012
Wild Target;Jonathan Lynn;98;Rupert Grint;Action;8000000;5800000;2010
102 Dalmatians;Kevin Lima;100;Ioan Gruffudd;Adventure;85000000;183000000;2000
Antiviral;Brandon Cronenberg;108;Sarah Gadon;Horror;3200000;1700000;2012
Sucker Punch;Zack Snyder;128;Jon Hamm;Action;82000000;90000000;2011
The Sorcerer's Apprentice;Jon Turteltaub;109;Nicolas Cage;Action;150000000;215000000;2010
Who's Your Caddy?;Don Michael Paul;93;Jeffrey Jones;Comedy;7000000;5420000;2007
Anchorman 2: The Legend Continues;Adam McKay;143;Harrison Ford;Comedy;50000000;173000000;2013
Mean Girls;Mark Waters;97;Tina Fey;Comedy;17000000;130000000;2004
Spider-Man 2;Sam Raimi;135;J.K. Simmons;Action;200000000;788000000;2004
The Italian Job;F. Gary Gray;111;Jason Statham;Action;60000000;176000000;2003
The Purge: Election Year;James DeMonaco;109;Frank Grillo;Action;10000000;118000000;2016
Wal-Mart: The High Cost of Low Price;Robert Greenwald;20;Lee Scott;Documentary;1500000;2000000;2005
Captain America: Civil War;Anthony Russo;147;Robert Downey Jr.;Action;250000000;1153000000;2016
Mud;Jeff Nichols;130;Matthew McConaughey;Drama;10000000;32000000;2012
What to Expect When You're Expecting;Kirk Jones;110;Anna Kendrick;Comedy;40000000;84500000;2012
Insidious: Chapter 3;Leigh Whannell;97;Lin Shaye;Horror;10000000;113000000;2015
Lovely & Amazing;Nicole Holofcener;91;Aunjanue Ellis;Comedy;250000;5000000;2001
Someone Like You...;Tony Goldwyn;97;Hugh Jackman;Comedy;23000000;12000000;2001
The Twilight Saga: New Moon;Chris Weitz;130;Robert Pattinson;Adventure;50000000;709000000;2009
The Dictator;Larry Charles;99;Sayed Badreya;Comedy;65000000;20000000;2012
Cast Away;Robert Zemeckis;143;Tom Hanks;Adventure;90000000;429000000;2000
College;Deb Hagan;94;Drake Bell;Comedy;6500000;5600000;2008
The Fast and the Furious;Rob Cohen;106;Paul Walker;Action;38000000;207000000;2001
The Men Who Stare at Goats;Grant Heslov;94;Kevin Spacey;Comedy;25000000;69000000;2009
Red Planet;Antony Hoffman;106;Bob Neill;Sci-Fi;70000000;33000000;2000
Snowpiercer;Joon-ho Bong;126;Chris Evans;Action;39200000;86000000;2013
Without a Paddle;Steven Brill;95;Antony Starr;Adventure;19000000;72300000;2004
X-Men 2;Bryan Singer;134;Hugh Jackman;Action;110000000;407000000;2003
Big Mommas: Like Father Like Son;John Whitesell;113;Brandon T. Jackson;Action;32000000;82000000;2011
Legend of the Guardians: The Owls of Ga'Hoole;Zack Snyder;101;Abbie Cornish;Action;80000000;140000000;2010
New York Minute;Dennie Gordon;91;Mary-Kate Olsen;Comedy;30000000;21000000;2004
The Shipping News;Lasse Hallström;111;Kevin Spacey;Drama;35000000;35000000;2001
The Tooth Fairy;Chuck Bowman;89;P.J. Soles;Horror;1500000;6000000;2006
Troy;Wolfgang Petersen;196;Brad Pitt;Adventure;175000000;497000000;2004
Fight Valley;Rob Hawk;90;Kari J. Kramer;Action;27000000;300000;2016
Hostel: Part II;Eli Roth;94;Jay Hernandez;Horror;10000000;35000000;2007
Ghost Rider: Spirit of Vengeance;Mark Neveldine;96;Nicolas Cage;Action;57000000;132000000;2011
The Boss;Ben Falcone;99;Peter Dinklage;Comedy;29000000;105000000;2016
Final Destination 5;Steven Quale;92;Emma Bell;Horror;40000000;160000000;2011
Unbreakable;M. Night Shyamalan;106;Robin Wright;Drama;75000000;248000000;2000
War;Philip G. Atwell;103;Jason Statham;Action;25000000;40000000;2007
The Monuments Men;George Clooney;118;Bill Murray;Drama;70000000;155000000;2014
The Secret Life of Walter Mitty;Ben Stiller;114;Adam Scott;Adventure;90000000;188000000;2013
Transformers: Revenge of the Fallen;Michael Bay;150;Glenn Morshower;Action;200000000;1090000000;2009
Accidental Love;David O. Russell;100;Jake Gyllenhaal;Comedy;26000000;1300000;2015
Shallow Hal;Bobby Farrelly;114;Jason Alexander;Comedy;40000000;141000000;2001
4 Months 3 Weeks and 2 Days;Cristian Mungiu;113;Anamaria Marinca;Drama;590000;1500000;2007
Aquamarine;Elizabeth Allen Rosenbaum;104;Tammin Sursok;Comedy;12000000;23000000;2006
Dying of the Light;Paul Schrader;94;Nicolas Cage;Thriller;5000000;200000;2014
Spirit: Stallion of the Cimarron;Kelly Asbury;83;Matt Damon;Animation;80000000;123000000;2002
The Nativity Story;Catherine Hardwicke;101;Keisha Castle-Hughes;Drama;30000000;47100000;2006
Up in the Air;Jason Reitman;108;J.K. Simmons;Drama;25000000;166000000;2009
Donnie Darko;Richard Kelly;133;Jake Gyllenhaal;Sci-Fi;4500000;7300000;2001
Alvin and the Chipmunks: The Squeakquel;Betty Thomas;88;Amy Poehler;Animation;75000000;443000000;2009
The Amazing Spider-Man;Marc Webb;153;Emma Stone;Action;230000000;757000000;2012
The Lucky Ones;Neil Burger;115;John Heard;Comedy;15000000;6000000;2008
Along Came Polly;John Hamburg;90;Philip Seymour Hoffman;Comedy;42000000;172000000;2004
Casino Royale;Martin Campbell;144;Eva Green;Action;150000000;599000000;2006
Mission: Impossible - Rogue Nation;Christopher McQuarrie;131;Tom Cruise;Action;150000000;682000000;2015
The Reader;Stephen Daldry;124;Kate Winslet;Drama;32000000;36000000;2008
Mona Lisa Smile;Mike Newell;117;Julia Roberts;Drama;65000000;69000000;2003
What Just Happened;Barry Levinson;104;Robert De Niro;Comedy;25000000;6700000;2008
Gran Torino;Clint Eastwood;116;Clint Eastwood;Drama;33000000;270000000;2008
The Other Woman;Nick Cassavetes;109;Don Johnson;Comedy;40000000;196000000;2014
Win a Date with Tad Hamilton!;Robert Luketic;95;Topher Grace;Comedy;24000000;17000000;2004
Sherrybaby;Laurie Collyer;96;Brad William Henke;Drama;2000000;390000;2006
The Alamo;John Lee Hancock;137;Dennis Quaid;Drama;107000000;23000000;2004
The Hunger Games: Mockingjay - Part 2;Francis Lawrence;137;Jennifer Lawrence;Adventure;160000000;650000000;2015
The Peanuts Movie;Steve Martino;88;Francesca Capaldi;Animation;99000000;246000000;2015
Catwoman;Pitof;87;Frances Conroy;Action;100000000;82000000;2004
Kissing Jessica Stein;Charles Herman-Wurmfeld;97;Scott Cohen;Comedy;1000000;7800000;2001
Premium Rush;David Koepp;91;Joseph Gordon-Levitt;Action;35000000;31000000;2012
St. Trinian's;Oliver Parker;100;Lily Cole;Comedy;13500000;25000000;2007
The Matador;Richard Shepard;96;Adam Scott;Comedy;10000000;12000000;2005
American Hustle;David O. Russell;138;Jennifer Lawrence;Crime;40000000;251000000;2013
Dracula 2000;Patrick Lussier;99;Gerard Butler;Action;28000000;47000000;2000
Tim and Eric's Billion Dollar Movie;Tim Heidecker;93;Michael Gross;Comedy;3000000;223000;2012
Two Lovers and a Bear;Kim Nguyen;96;Gordon Pinsent;Drama;8700000;1600000;2016
Cloudy with a Chance of Meatballs 2;Cody Cameron;95;Will Forte;Animation;78000000;274000000;2013
Sherlock Holmes: A Game of Shadows;Guy Ritchie;129;Robert Downey Jr.;Action;125000000;544000000;2011
Boogeyman;Stephen Kay;89;Barry Watson;Thriller;20000000;67000000;2005
Duma;Carroll Ballard;100;Eamonn Walker;Adventure;12000000;1200000;2005
Jersey Boys;Clint Eastwood;134;Johnny Cannizzaro;Biography;40000000;67900000;2014
Snow Flower and the Secret Fan;Wayne Wang;104;Bingbing Li;Drama;6000000;11000000;2011
The Last Witch Hunter;Breck Eisner;106;Vin Diesel;Action;90000000;147000000;2015
A Good Day to Die Hard;John Moore;101;Bruce Willis;Action;92000000;305000000;2013
Housebound;Gerard Johnstone;107;Morgana O'Reilly;Comedy;350000;1000000;2014
Confessions of a Dangerous Mind;George Clooney;113;Dick Clark;Biography;29000000;33000000;2002
Teacher's Pet;Timothy Björklund;74;Nathan Lane;Animation;10000000;6000000;2004
Erin Brockovich;Steven Soderbergh;131;Julia Roberts;Biography;52000000;256000000;2000
Trust;David Schwimmer;106;Noah Emmerich;Crime;9500000;547000;2010
Zero Dark Thirty;Kathryn Bigelow;157;Jennifer Ehle;Drama;40000000;132000000;2012
Evan Almighty;Tom Shadyac;96;Jimmy Bennett;Comedy;175000000;175000000;2007
Gigli;Martin Brest;121;Todd Giebenhain;Comedy;54000000;7560000;2003
In the Heart of the Sea;Ron Howard;122;Chris Hemsworth;Action;100000000;93500000;2015
The Bucket List;Rob Reiner;97;Morgan Freeman;Adventure;45000000;175000000;2007
Secretariat;Randall Wallace;123;Scott Glenn;Biography;35000000;60000000;2010
Bubba Ho-Tep;Don Coscarelli;92;Daniel Roebuck;Comedy;1000000;1200000;2002
Draft Day;Ivan Reitman;110;Jennifer Garner;Drama;25000000;29000000;2014
The Legend of Tarzan;David Yates;110;Christoph Waltz;Action;180000000;216000000;2016
Colombiana;Olivier Megaton;112;Jordi MollÃ ;Action;40000000;61000000;2011
Exorcist: The Beginning;Renny Harlin;125;James D'Arcy;Horror;50000000;78000000;2004
Megamind;Tom McGrath;95;J.K. Simmons;Animation;130000000;322000000;2010
The Big Bounce;George Armitage;88;Morgan Freeman;Comedy;50000000;6800000;2004
Funny People;Judd Apatow;153;Adam Sandler;Comedy;75000000;71000000;2009
Real Women Have Curves;Patricia Cardoso;90;America Ferrera;Comedy;3000000;7500000;2002
Keeping the Faith;Edward Norton;128;Lisa Edelstein;Comedy;30000000;60000000;2000
This Is It;Kenny Ortega;111;Misha Gabriel Hamilton;Documentary;60000000;252000000;2009
Cars 2;John Lasseter;106;Joe Mantegna;Animation;200000000;549000000;2011
Easy A;Will Gluck;92;Emma Stone;Comedy;8000000;76000000;2010
I Frankenstein;Stuart Beattie;92;Caitlin Stasey;Action;65000000;70000000;2014
Oliver Twist;Roman Polanski;130;Ian McNeice;Crime;50000000;96000000;2005
The Last Castle;Rod Lurie;131;Clifton Collins Jr.;Action;60000000;16000000;2001
Because of Winn-Dixie;Wayne Wang;106;Cicely Tyson;Comedy;14000000;50000000;2005
Mandela: Long Walk to Freedom;Justin Chadwick;141;Terry Pheto;Biography;35000000;28000000;2013
The Secret in Their Eyes;Juan José Campanella;129;Ricardo Darín;Drama;2000000;3400000;2009
Intolerable Cruelty;Joel Coen;100;Cedric the Entertainer;Comedy;60000000;39000000;2003
Open Water;Chris Kentis;79;Blanchard Ryan;Biography;500000;55000000;2003
Shrek;Andrew Adamson;90;Kathleen Freeman;Animation;60000000;484000000;2001
