Movie Title;Director;Running time;Main Actor;Genre;Budget;Box Office;Release year
Traffic;Steven Soderbergh;190;Michael O'Neill;Crime;48000000;208000000;2000
He's Just Not That Into You;Ken Kwapis;129;Carmen Perez;Comedy;40000000;178000000;2009
Hustle & Flow;Craig Brewer;116;Isaac Hayes;Crime;8000000;26000000;2005
Meet the Parents;Jay Roach;108;Robert De Niro;Comedy;55000000;330000000;2000
Robin Hood;Ridley Scott;156;Mark Addy;Action;200000000;323000000;2010
Sardaar Ji;Rohit Jugraj;141;Bhavkhandan Singh Rakhra;Romance;3000000;3000000;2015
Bon voyage;Jean-Paul Rappeneau;114;Isabelle Adjani;Comedy;20000000;50000000;2003
The Wash;DJ Pooh;93;Angell Conwell;Comedy;4000000;31100000;2001
Suspect Zero;E. Elias Merhige;99;Harry Lennix;Crime;27000000;11000000;2004
The Forbidden Kingdom;Rob Minkoff;104;Jet Li;Action;55000000;128000000;2008
American Reunion;Jon Hurwitz;113;Alyson Hannigan;Comedy;50000000;245000000;2012
Freeheld;Peter Sollett;103;Steve Carell;Biography;7000000;7000000;2015
Lords of Dogtown;Catherine Hardwicke;107;Heath Ledger;Biography;25000000;26000000;2005
Delgo;Marc F. Adler;94;Eric Idle;Animation;40000000;1900000;2008
The Shaggy Dog;Brian Robbins;98;Robert Downey Jr.;Comedy;50000000;119000000;2006
Catch a Fire;Phillip Noyce;98;Derek Luke;Biography;14000000;8000000;2006
Double Take;George Gallo;88;Daniel Roebuck;Action;24000000;80000000;2001
Hero;Yimou Zhang;80;Jet Li;Action;31000000;177000000;2002
Percy Jackson & the Olympians: The Lightning Thief;Chris Columbus;118;Logan Lerman;Adventure;95000000;226000000;2010
The Huntsman: Winter's War;Cedric Nicolas-Troyan;120;Chris Hemsworth;Action;115000000;165000000;2016
A Dangerous Method;David Cronenberg;99;Michael Fassbender;Biography;15000000;28000000;2011
Layer Cake;Matthew Vaughn;105;Tom Hardy;Crime;4000000;12000000;2004
Rise of the Entrepreneur: The Search for a Better Way;Joe Kenemore;52;Bob Proctor;Documentary;450000;300000;2014
Zombieland;Ruben Fleischer;88;Emma Stone;Adventure;23600000;102000000;2009
And Then Came Love;Richard Schenkman;90;Vanessa Williams;Comedy;989000;1900000;2007
Miracle at St. Anna;Spike Lee;160;Joseph Gordon-Levitt;Action;45000000;89000000;2008
Quills;Philip Kaufman;124;Kate Winslet;Biography;13500000;11000000;2000
Scooby-Doo 2: Monsters Unleashed;Raja Gosnell;93;Sarah Michelle Gellar;Adventure;80000000;180000000;2004
Something Borrowed;Luke Greenfield;112;Ashley Williams;Comedy;35000000;60000000;2011
Hail Caesar!;Ethan Coen;106;Scarlett Johansson;Comedy;22000000;63000000;2016
Step Up Revolution;Scott Speer;99;Ryan Guzman;Drama;33000000;35000000;2012
Adulterers;H.M. Coakley;91;Mehcad Brooks;Crime;750000;300000;2015
Bella;Alejandro Monteverde;91;Armando Riesco;Drama;3300000;5000000;2006
Soul Plane;Jessy Terrero;92;Mo'Nique;Comedy;16000000;14000000;2004
The Tempest;Julie Taymor;110;Djimon Hounsou;Comedy;20000000;5000000;2010
20 Feet from Stardom;Morgan Neville;91;Sheryl Crow;Documentary;1000000;4000000;2013
Faster;George Tillman Jr.;98;Dwayne Johnson;Action;24000000;35000000;2010
The Curse of the Were-Rabbit;Steve Box;85;Mark Gatiss;Animation;30000000;63000000;2005
The Town;Ben Affleck;150;Jeremy Renner;Crime;37000000;154000000;2010
The Invention of Lying;Ricky Gervais;100;Jennifer Garner;Comedy;18500000;32000000;2009
The Prestige;Christopher Nolan;130;Christian Bale;Drama;40000000;109000000;2006
Act of Valor;Mike McCoy;110;Alex Veadov;Action;12000000;70000000;2012
Devil;John Erick Dowdle;80;Bojana Novakovic;Horror;10000000;63000000;2010
Sleep Tight;Jaume Balagueró;102;Luis Tosar;Thriller;5000000;15900000;2011
Legends of Oz: Dorothy's Return;Will Finn;88;Lea Michele;Animation;70000000;19000000;2013
The White Countess;James Ivory;135;Vanessa Redgrave;Drama;16000000;4130000;2005
Abraham Lincoln: Vampire Hunter;Timur Bekmambetov;105;Rufus Sewell;Action;69000000;116000000;2012
American Sniper;Clint Eastwood;133;Bradley Cooper;Action;58800000;547000000;2014
I Am Legend;Francis Lawrence;104;Will Smith;Thriller;150000000;250000000;2007
Batman Begins;Christopher Nolan;128;Christian Bale;Action;150000000;374000000;2005
Black Snake Moan;Craig Brewer;116;Justin Timberlake;Drama;15000000;10000000;2006
You Kill Me;John Dahl;93;Philip Baker Hall;Comedy;4000000;2000000;2007
Deadfall;Stefan Ruzowitzky;95;Charlie Hunnam;Crime;12000000;5720000;2012
Love Happens;Brandon Camp;109;Judy Greer;Drama;18000000;36000000;2009
Paddington;Paul King;95;Julie Walters;Animation;55000000;268000000;2014
Flight;Robert Zemeckis;138;Denzel Washington;Thriller;31000000;161000000;2012
Prometheus;Ridley Scott;124;Michael Fassbender;Sci-Fi;130000000;403000000;2012
Strange Wilderness;Fred Wolf;87;Kevin Alejandro;Adventure;20000000;7000000;2008
Krrish;Rakesh Roshan;168;Naseeruddin Shah;Action;10000000;38000000;2006
Welcome to Mooseport;Donald Petrie;110;Rip Torn;Comedy;26000000;14600000;2004
Facing the Giants;Alex Kendrick;111;Alex Kendrick;Drama;100000;10000000;2006
Killer Joe;William Friedkin;98;Matthew McConaughey;Crime;11000000;3200000;2011
Victor Frankenstein;Paul McGuigan;110;Daniel Radcliffe;Thriller;40000000;34000000;2015
Scary Movie 4;David Zucker;89;Beau Mirchoff;Comedy;45000000;178000000;2006
Severance;Christopher Smith;90;Danny Dyer;Comedy;5000000;5500000;2006
The Family Man;Brett Ratner;125;Nicolas Cage;Comedy;60000000;180000000;2000
2 Fast 2 Furious;John Singleton;107;Paul Walker;Action;76000000;236000000;2003
Penguins of Madagascar;Eric Darnell;92;Benedict Cumberbatch;Animation;132000000;373000000;2014
Secretary;Steven Shainberg;104;Jeremy Davies;Comedy;4000000;9000000;2002
Corpse Bride;Tim Burton;77;Johnny Depp;Animation;40000000;103000000;2005
Always Woodstock;Rita Merson;97;Ryan Guzman;Comedy;2400000;6000000;2014
Django Unchained;Quentin Tarantino;165;Leonardo DiCaprio;Drama;100000000;425000000;2012
Headhunters;Morten Tyldum;100;Aksel Hennie;Crime;30300000;9500000;2011
Murderball;Henry Alex Rubin;88;Mark Zupan;Documentary;1750211;2000000;2005
Birth;Jonathan Glazer;100;Cameron Bright;Drama;20000000;5820000;2004
Fantastic Four;Josh Trank;100;Tim Blake Nelson;Action;120000000;167000000;2015
Hancock;Peter Berg;102;Will Smith;Action;150000000;624000000;2008
The Last Days on Mars;Ruairi Robinson;98;Romola Garai;Horror;7000000;1000000;2013
Life or Something Like It;Stephen Herek;103;Angelina Jolie;Comedy;40000000;38500000;2002
The Purge: Anarchy;James DeMonaco;103;Noel Gugliemi;Action;9000000;111000000;2014
Wicked Blood;Mark Young;92;Alexa PenaVega;Action;3500000;1000000;2014
Serving Sara;Reginald Hudlin;99;Matthew Perry;Comedy;29000000;20000000;2002
Valkyrie;Bryan Singer;121;Tom Cruise;Drama;75000000;201000000;2008
Bucky Larson: Born to Be a Star;Tom Brady;97;Don Johnson;Comedy;10000000;2400000;2011
Journey from the Fall;Ham Tran;135;Long Nguyen;Drama;1592000;4300000;2006
Panic Room;David Fincher;112;Kristen Stewart;Crime;48000000;197000000;2002
The Lone Ranger;Gore Verbinski;150;Johnny Depp;Action;215000000;260000000;2013
I Come with the Rain;Tran Anh Hung;114;Takuya Kimura;Thriller;18000000;5000000;2009
Taken 3;Olivier Megaton;115;Liam Neeson;Action;48000000;326000000;2014
Agent Cody Banks;Harald Zwart;102;Daniel Roebuck;Action;26000000;47000000;2003
Crazy Stupid Love.;Glenn Ficarra;118;Ryan Gosling;Comedy;50000000;144000000;2011
Zack and Miri Make a Porno;Kevin Smith;101;Gerry Bednob;Comedy;24000000;42000000;2008
Cypher;Vincenzo Natali;95;David Hewlett;Mystery;7500000;14000000;2002
De-Lovely;Irwin Winkler;125;Kevin McNally;Biography;20000000;18000000;2004
Inception;Christopher Nolan;148;Leonardo DiCaprio;Action;160000000;837000000;2010
TRON: Legacy;Joseph Kosinski;125;Jeff Bridges;Action;170000000;400000000;2010
21 Jump Street;Phil Lord;109;Channing Tatum;Action;42000000;201000000;2012
Bedazzled;Harold Ramis;93;Brendan Fraser;Comedy;48000000;90700000;2000
The Martian;Ridley Scott;151;Matt Damon;Adventure;108000000;630000000;2015
Deuce Bigalow: European Gigolo;Mike Bigelow;83;Carlos Ponce;Comedy;22000000;22300000;2005
Mr. Church;Bruce Beresford;104;Mckenna Grace;Drama;8000000;6850000;2016
The Judge;David Dobkin;141;Robert Downey Jr.;Crime;50000000;84700000;2014
The Second Best Exotic Marigold Hotel;John Madden;122;Tina Desai;Comedy;10000000;86000000;2015
Exiled;Johnnie To;110;Simon Yam;Action;35000000;13000000;2006
Cloverfield;Matt Reeves;85;Mike Vogel;Action;25000000;170000000;2008
Punch-Drunk Love;Paul Thomas Anderson;95;Adam Sandler;Comedy;25000000;25000000;2002
Taken;Pierre Morel;93;Liam Neeson;Action;25000000;226000000;2008
Flushed Away;David Bowers;85;Hugh Jackman;Animation;149000000;178000000;2006
Public Enemies;Michael Mann;140;Johnny Depp;Biography;100000000;214000000;2009
Run All Night;Jaume Collet-Serra;114;Liam Neeson;Action;50000000;71500000;2015
AVP: Alien vs. Predator;Paul W.S. Anderson;109;Sanaa Lathan;Action;60000000;177000000;2004
Diary of a Mad Black Woman;Darren Grant;116;Cicely Tyson;Comedy;5500000;50000000;2005
Eye of the Dolphin;Michael D. Sellers;100;Katharine Ross;Comedy;2500000;1000000;2006
The Gift;Joel Edgerton;108;Busy Philipps;Thriller;5000000;59000000;2015
The Ladies Man;Reginald Hudlin;84;Will Ferrell;Comedy;11000000;13000000;2000
Blue Valentine;Derek Cianfrance;112;Ryan Gosling;Drama;3500000;16000000;2010
Grown Ups 2;Dennis Dugan;101;Steve Buscemi;Comedy;80000000;247000000;2013
The Grudge 2;Takashi Shimizu;137;Sarah Michelle Gellar;Horror;20000000;70000000;2006
Dylan Dog: Dead of Night;Kevin Munroe;107;Marco St. John;Action;20000000;1200000;2010
The 5th Quarter;Rick Bieber;90;Aidan Quinn;Biography;6000000;2200000;2010
The Help;Tate Taylor;146;Emma Stone;Drama;25000000;217000000;2011
The Second Mother;Anna Muylaert;112;Alex Huszar;Comedy;4000000;1000000;2015
The Whole Nine Yards;Jonathan Lynn;98;Bruce Willis;Comedy;24000000;106000000;2000
The Alamo;John Lee Hancock;137;Dennis Quaid;Drama;107000000;26000000;2004
The Time Traveler's Wife;Robert Schwentke;107;Arliss Howard;Drama;39000000;100000000;2009
The Watch;Akiva Schaffer;102;Will Forte;Action;68000000;68300000;2012
By the Sea;Angelina Jolie;122;Brad Pitt;Drama;10000000;3000000;2015
Margin Call;J.C. Chandor;107;Kevin Spacey;Biography;3500000;19000000;2011
The Expendables;Sylvester Stallone;113;Jason Statham;Action;80000000;274000000;2010
Bad Boys II;Michael Bay;147;Will Smith;Action;130000000;273000000;2003
Ghost Ship;Steve Beck;91;Isaiah Washington;Horror;35000000;30000000;2002
Legion;Scott Stewart;100;Dennis Quaid;Action;26000000;67000000;2010
Lights Out;David F. Sandberg;81;Billy Burke;Horror;4900000;150000000;2016
Star Wars: Episode II - Attack of the Clones;George Lucas;142;Natalie Portman;Action;115000000;653000000;2002
10th & Wolf;Robert Moresco;107;Brian Dennehy;Crime;8000000;1400000;2006
5 Days of War;Renny Harlin;113;Richard Coyle;Action;20000000;3000000;2011
Harry Brown;Daniel Barber;97;Joseph Gilgun;Action;7300000;10000000;2009
The Apparition;Todd Lincoln;83;Julianna Guill;Horror;17000000;9700000;2012
13 Hours;Michael Bay;144;Toby Stephens;Action;50000000;69400000;2016
Alexander;Oliver Stone;206;Anthony Hopkins;Action;155000000;167000000;2004
Captain Phillips;Paul Greengrass;134;Tom Hanks;Biography;55000000;218000000;2013
How to Lose Friends & Alienate People;Robert B. Weide;110;James Corden;Comedy;27000000;17000000;2008
As Above So Below;John Erick Dowdle;93;Ben Feldman;Horror;5000000;41000000;2014
Flame and Citron;Ole Christian Madsen;45;Lars Mikkelsen;Drama;8000000;12000000;2008
Inside Deep Throat;Fenton Bailey;89;Hugh M. Hefner;Documentary;2000000;5000000;2005
War of the Worlds;Steven Spielberg;116;Tom Cruise;Sci-Fi;132000000;606000000;2005
Tropic Thunder;Ben Stiller;121;Robert Downey Jr.;Action;92000000;195000000;2008
Caramel;Nadine Labaki;95;Yasmine Al Massri;Comedy;1300000;14000000;2007
Final Fantasy: The Spirits Within;Hironobu Sakaguchi;106;Steve Buscemi;Action;137000000;85300000;2001
John Carter;Andrew Stanton;132;Daryl Sabara;Action;263700000;284000000;2012
Lara Croft Tomb Raider: The Cradle of Life;Jan de Bont;117;Gerard Butler;Action;95000000;160000000;2003
Lucy;Luc Besson;89;Scarlett Johansson;Sci-Fi;40000000;469000000;2014
Thir13en Ghosts;Steve Beck;91;Shannon Elizabeth;Horror;20000000;68000000;2001
The Merchant of Venice;Michael Radford;131;Al Pacino;Drama;18000000;21000000;2004
Black Nativity;Kasi Lemmons;93;Jennifer Hudson;Drama;17500000;7000000;2013
Larry Crowne;Tom Hanks;98;Tom Hanks;Comedy;30000000;78000000;2011
The Vatican Exorcisms;Joe Marino;76;Piero MaggiÃ²;Horror;1100000;1000000;2013
Where the Wild Things Are;Spike Jonze;101;Catherine O'Hara;Adventure;100000000;100000000;2009
Street Kings;David Ayer;109;Keanu Reeves;Action;20000000;66000000;2008
Thor;Kenneth Branagh;115;Chris Hemsworth;Action;150000000;449000000;2011
10 Cloverfield Lane;Dan Trachtenberg;104;Bradley Cooper;Thriller;15000000;110000000;2016
Michael Clayton;Tony Gilroy;119;Tom Wilkinson;Crime;25000000;92000000;2007
Operation Chromite;John H. Lee;115;Liam Neeson;Action;12620000;13000000;2016
Starsky & Hutch;Todd Phillips;101;Snoop Dogg;Comedy;60000000;170000000;2004
Krampus;Michael Dougherty;98;Adam Scott;Comedy;15000000;42000000;2015
Quantum of Solace;Marc Forster;106;Giancarlo Giannini;Action;200000000;589000000;2008
Thunderbirds;Jonathan Frakes;95;Sophia Myles;Action;57000000;28200000;2004
Blade II;Guillermo del Toro;117;Norman Reedus;Action;54000000;155000000;2002
Arthur and the Invisibles;Luc Besson;94;Mia Farrow;Animation;86000000;107000000;2006
Daybreakers;Michael Spierig;98;Jay Laga'aia;Action;20000000;50000000;2009
Delivery Man;Ken Scott;105;Jack Reynor;Comedy;26000000;53000000;2013
Groove;Greg Harrison;86;Rachel True;Drama;500000;1300000;2000
Son of the Mask;Lawrence Guterman;94;Jamie Kennedy;Comedy;84000000;59000000;2005
The 40-Year-Old Virgin;Judd Apatow;133;Steve Carell;Comedy;26000000;177000000;2005
The Forest;Jason Zada;93;Eoin Macken;Horror;10000000;37700000;2016
A Monster in Paris;Bibo Bergeron;90;Adam Goldberg;Animation;25000000;26000000;2011
American Pie 2;J.B. Rogers;108;Alyson Hannigan;Comedy;30000000;287000000;2001
Bee Movie;Steve Hickner;91;Matthew Broderick;Animation;150000000;287000000;2007
Duets;Bruce Paltrow;112;Lochlyn Munro;Comedy;15000000;3900000;2000
Mamma Mia!;Phyllida Lloyd;108;Colin Firth;Comedy;52000000;609000000;2008
Night at the Museum;Shawn Levy;108;Robin Williams;Action;110000000;574000000;2006
The Happening;M. Night Shyamalan;91;Zooey Deschanel;Sci-Fi;48000000;163000000;2008
The Rite;Mikael Håfström;114;Anthony Hopkins;Thriller;37000000;95000000;2011
Bandits;Barry Levinson;123;Bruce Willis;Comedy;80000000;67000000;2001
A History of Violence;David Cronenberg;96;Viggo Mortensen;Crime;32000000;60000000;2005
Apollo 18;Gonzalo López-Gallego;86;Warren Christie;Horror;5000000;25000000;2011
Auto Focus;Paul Schrader;105;Ed Begley Jr.;Biography;7000000;2500000;2002
One Hour Photo;Mark Romanek;96;Robin Williams;Thriller;12000000;52000000;2002
Mama;Andrés Muschietti;100;Javier Botet;Horror;20000000;146000000;2013
Pain & Gain;Michael Bay;129;Dwayne Johnson;Comedy;26000000;5900000;2013
They;Robert Harmon;89;Alexander Gould;Horror;17000000;12400000;2002
Death to Smoochy;Danny DeVito;109;Robin Williams;Comedy;55000000;8140000;2002
Employee of the Month;Greg Coolidge;103;Dane Cook;Comedy;12000000;38000000;2006
Fantastic 4: Rise of the Silver Surfer;Tim Story;92;Chris Evans;Action;130000000;290000000;2007
Labor Day;Jason Reitman;111;J.K. Simmons;Drama;18000000;19600000;2013
Sicko;Michael Moore;123;Michael Moore;Documentary;9000000;24000000;2007
Femme Fatale;Brian De Palma;114;Peter Coyote;Crime;35000000;18000000;2002
Happy Christmas;Joe Swanberg;82;Anna Kendrick;Comedy;70000;350000;2014
Malibu's Most Wanted;John Whitesell;86;Greg Grunberg;Comedy;16000000;34400000;2003
The Matrix Revolutions;Lana Wachowski;129;Essie Davis;Sci-Fi;150000000;427000000;2003
Thomas and the Magic Railroad;Britt Allcroft;85;Mara Wilson;Adventure;19000000;19000000;2000
Truth or Die;Robert Heath;96;David Oakes;Horror;1000000;1500000;2012
Dark Shadows;Tim Burton;113;Johnny Depp;Comedy;100000000;245000000;2012
Boyhood;Richard Linklater;165;Ellar Coltrane;Drama;4000000;44000000;2014
Fireproof;Alex Kendrick;122;Kirk Cameron;Drama;500000;33000000;2008
Oceans;Jacques Perrin;104;Pedro Armendáriz Jr.;Documentary;40000000;85000000;2009
Bodyguards and Assassins;Teddy Chan;139;Bingbing Fan;Action;23000000;53000000;2009
The Secret of Kells;Tomm Moore;75;Sean Lennon;Animation;6500000;14000000;2009
Freddy Got Fingered;Tom Green;87;Rip Torn;Comedy;15000000;14000000;2001
The Adventurer: The Curse of the Midas Box;Jonathan Newman;100;Ioan Gruffudd;Adventure;25000000;3980000;2013
The Producers;Susan Stroman;134;Jon Lovitz;Comedy;45000000;19000000;2005
Pirates of the Caribbean: The Curse of the Black Pearl;Gore Verbinski;143;Johnny Depp;Action;140000000;654000000;2003
The Kid;Jon Turteltaub;104;Bruce Willis;Comedy;60000000;77000000;2000
12 Rounds;Renny Harlin;108;Taylor Cole;Action;22000000;17000000;2009
Chloe;Atom Egoyan;96;Liam Neeson;Drama;11000000;14000000;2009
Clash of the Titans;Louis Leterrier;106;Liam Neeson;Action;125000000;493000000;2010
The Call;Brad Anderson;94;Michael Imperioli;Crime;13000000;68000000;2013
The Cell;Tarsem Singh;109;Dylan Baker;Horror;33000000;104000000;2000
In the Land of Women;Jon Kasdan;97;Kristen Stewart;Comedy;10000000;18000000;2007
Remember the Titans;Boaz Yakin;120;Ryan Gosling;Biography;30000000;136000000;2000
The Birth of a Nation;Nate Parker;120;Jason Stuart;Biography;10000000;16000000;2016
Enough Said;Nicole Holofcener;93;Christopher Nicholas Smith;Comedy;8000000;25000000;2013
The Jungle Book;Jon Favreau;106;Scarlett Johansson;Adventure;175000000;966000000;2016
Hitch;Andy Tennant;118;Will Smith;Comedy;70000000;368000000;2005
November;Greg Harrison;78;Amir Talai;Drama;150000;127000;2004
The Good Night;Jake Paltrow;93;Stephen Graham;Comedy;15000000;560000;2007
Johnny English Reborn;Oliver Parker;101;Daniel Kaluuya;Action;45000000;160000000;2011
Movie 43;Elizabeth Banks;94;Hugh Jackman;Comedy;6000000;32000000;2013
This Is the End;Evan Goldberg;107;Channing Tatum;Comedy;32000000;126000000;2013
The Hobbit: The Battle of the Five Armies;Peter Jackson;164;Aidan Turner;Adventure;250000000;956000000;2014
Bless the Child;Chuck Russell;107;Rufus Sewell;Crime;40000000;48000000;2000
Down to Earth;Chris Weitz;87;Chazz Palminteri;Comedy;30000000;19000000;2001
Speed Racer;Lana Wachowski;135;Scott Porter;Action;120000000;94500000;2008
Duplicity;Tony Gilroy;125;Julia Roberts;Comedy;60000000;40000000;2009
O;Tim Blake Nelson;95;Mekhi Phifer;Drama;5000000;7500000;2001
I Am Love;Luca Guadagnino;120;Flavio Parenti;Drama;10000000;15900000;2009
Space Battleship Yamato;Takashi Yamazaki;138;Takuya Kimura;Action;12000000;50000000;2010
The Hammer;Charles Herman-Wurmfeld;88;John Enos III;Comedy;850000;470000;2007
The White Ribbon;Michael Haneke;144;Ulrich Tukur;Drama;12000000;2000000;2009
Pan's Labyrinth;Guillermo del Toro;112;Ivana Baquero;Drama;13500000;83000000;2006
Horrible Bosses 2;Sean Anders;116;Kevin Spacey;Comedy;42000000;130000000;2014
You Got Served;Chris Stokes;95;Jennifer Freeman;Drama;8000000;50000000;2004
Feast;John Gulager;95;Krista Allen;Action;3200000;1000000;2005
House at the End of the Street;Mark Tonderai;101;Jennifer Lawrence;Thriller;6900000;44000000;2012
Skyline;Colin Strause;97;David Zayas;Sci-Fi;10000000;66000000;2010
Predators;Nimród Antal;107;Topher Grace;Action;40000000;127000000;2010
Windtalkers;John Woo;153;Nicolas Cage;Action;115000000;77600000;2002
A Perfect Getaway;David Twohy;108;Chris Hemsworth;Mystery;14000000;22000000;2009
Fury;David Ayer;134;Brad Pitt;Action;68000000;211000000;2014
The Beach;Danny Boyle;119;Leonardo DiCaprio;Adventure;50000000;144000000;2000
Hollywood Homicide;Ron Shelton;116;Harrison Ford;Action;75000000;51000000;2003
Thank You for Smoking;Jason Reitman;92;J.K. Simmons;Comedy;6500000;39600000;2005
